date,order_no,format,division_name,orderval,rcvval
2020-10-23,"1,642.0",sm,Grocery Food,"17,610.8","17,610.8"
2020-10-21,"1,643.0",sm,Grocery Food,"1,917.8","1,917.8"
2020-10-21,"1,644.0",sm,Grocery Food,"3,862.2","3,862.2"
2020-10-21,"1,645.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-20,"1,646.0",sm,Grocery Food,"9,024.4","9,024.4"
2020-10-24,"1,647.0",sm,Grocery Non Food,"12,721.7","12,721.7"
2020-10-22,"1,648.0",sm,Grocery Food,"3,601.7","3,601.7"
2020-10-20,"1,649.0",sm,Grocery Food,"2,893.2","2,893.2"
2020-10-21,"1,650.0",sm,Grocery Non Food,"1,538.0","1,538.0"
2020-10-20,"1,651.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-20,"1,652.0",sm,Grocery Food,113.8,113.8
2020-10-15,"1,653.0",sm,Grocery Food,"4,001.7","4,001.7"
2020-10-19,"1,654.0",sm,Grocery Non Food,"1,670.3","1,670.3"
2020-10-24,"1,655.0",sm,Grocery Food,"5,040.0","5,040.0"
2020-10-23,"1,656.0",sm,Grocery Food,"1,806.2","1,806.2"
2020-10-23,"1,657.0",sm,Grocery Food,"1,757.1","1,757.1"
2020-10-20,"1,658.0",sm,Grocery Food,"11,691.5","3,897.2"
2020-10-23,"1,659.0",sm,Grocery Food,"3,117.4","3,117.4"
2020-10-21,"1,660.0",sm,Grocery Food,"7,102.5","7,102.5"
2020-10-21,"1,661.0",sm,Grocery Non Food,"25,469.0","25,469.0"
2020-10-23,"1,662.0",sm,Grocery Food,"1,806.2","1,806.2"
2020-10-19,"1,663.0",sm,Grocery Food,"1,512.0","1,512.0"
2020-10-21,"1,664.0",sm,Grocery Non Food,"1,145.7","1,145.7"
2020-10-21,"1,665.0",sm,Grocery Non Food,"1,538.0","1,538.0"
2020-10-17,"1,666.0",sm,Grocery Food,"3,612.4","3,612.4"
2020-10-17,"1,667.0",sm,Grocery Non Food,"4,894.8","4,894.8"
2020-10-20,"1,668.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-22,"1,669.0",sm,Grocery Non Food,"31,478.0","31,478.0"
2020-10-21,"1,670.0",sm,Grocery Food,"5,682.9","5,682.9"
2020-10-23,"1,671.0",sm,Grocery Food,"1,806.2","1,806.2"
2020-10-22,"1,672.0",sm,Staples,"28,224.0","28,224.0"
2020-10-20,"1,673.0",sm,Grocery Non Food,"2,896.6","2,896.6"
2020-10-16,"1,674.0",sm,Grocery Food,"3,187.3","3,187.3"
2020-10-23,"1,675.0",sm,Grocery Food,"1,899.5","1,899.5"
2020-10-18,"1,676.0",sm,Grocery Non Food,"8,619.1","8,403.6"
2020-10-20,"1,677.0",sm,Grocery Non Food,"3,880.2","3,880.2"
2020-10-19,"1,678.0",sm,Grocery Non Food,"3,232.9","3,232.9"
2020-10-24,"1,679.0",sm,Grocery Food,"12,408.6","12,408.6"
2020-10-21,"1,680.0",sm,Staples,"6,164.0","6,164.0"
2020-10-25,"1,681.0",sm,Grocery Non Food,"6,416.7","6,416.7"
2020-10-19,"1,682.0",sm,Grocery Food,"3,031.4","3,031.4"
2020-10-25,"1,683.0",sm,Grocery Food,"3,121.0","3,121.0"
2020-10-24,"1,684.0",sm,Grocery Non Food,"2,062.6","2,062.6"
2020-10-22,"1,685.0",sm,Grocery Non Food,"5,112.4","5,112.4"
2020-10-21,"1,686.0",sm,Grocery Non Food,"4,341.0","4,341.0"
2020-10-22,"1,687.0",sm,Grocery Food,"3,001.4","3,001.4"
2020-10-17,"1,688.0",sm,Grocery Food,487.6,365.7
2020-10-20,"1,689.0",sm,Grocery Food,"1,816.5","1,816.5"
2020-10-20,"1,690.0",sm,Grocery Food,"1,443.2","1,443.2"
2020-10-25,"1,691.0",sm,Grocery Food,"5,175.7","5,175.7"
2020-10-19,"1,692.0",sm,Grocery Non Food,"2,838.5","2,838.5"
2020-10-22,"1,693.0",sm,Grocery Non Food,"2,527.9","2,527.9"
2020-10-20,"1,694.0",sm,Grocery Non Food,"1,07,755.7","1,07,755.7"
2020-10-19,"1,695.0",sm,Grocery Food,988.6,988.6
2020-10-24,"1,696.0",sm,Grocery Non Food,"7,175.5","7,175.5"
2020-10-20,"1,697.0",sm,Grocery Non Food,"9,188.4","9,188.4"
2020-10-19,"1,698.0",sm,Grocery Food,"10,124.3","10,124.3"
2020-10-19,"1,699.0",sm,Grocery Food,"1,348.1","1,348.1"
2020-10-20,"1,700.0",sm,Grocery Non Food,"4,880.0","4,880.0"
2020-10-23,"1,701.0",sm,Grocery Non Food,"3,241.7","3,241.7"
2020-10-25,"1,702.0",sm,Grocery Food,"1,038.5","1,038.5"
2020-10-23,"1,703.0",sm,Grocery Non Food,"2,080.9","2,080.9"
2020-10-24,"1,704.0",sm,Grocery Food,"1,082.9","1,082.9"
2020-10-20,"1,705.0",sm,Staples,"14,460.3","14,460.3"
2020-10-19,"1,706.0",sm,Grocery Food,"1,537.6","1,537.6"
2020-10-23,"1,707.0",sm,Grocery Food,"12,408.6","12,408.6"
2020-10-21,"1,708.0",sm,Grocery Food,363.4,363.4
2020-10-20,"1,709.0",sm,Grocery Food,"1,899.5","1,899.5"
2020-10-21,"1,710.0",sm,Grocery Non Food,"2,303.9","2,303.9"
2020-10-20,"1,711.0",sm,Grocery Non Food,"6,418.6","6,418.6"
2020-10-21,"1,712.0",sm,Grocery Non Food,"2,794.0","2,794.0"
2020-10-22,"1,713.0",sm,Grocery Non Food,"2,127.5","2,127.5"
2020-10-21,"1,714.0",sm,Grocery Food,"1,138.3","1,138.3"
2020-10-16,"1,715.0",sm,Grocery Food,587.1,587.1
2020-10-21,"1,716.0",sm,Staples,"8,879.1","6,659.3"
2020-10-17,"1,717.0",sm,Staples,"1,723.5","1,723.5"
2020-10-23,"1,718.0",sm,Grocery Food,"1,693.3","1,693.3"
2020-10-22,"1,719.0",sm,Grocery Food,"1,639.1","1,639.1"
2020-10-24,"1,720.0",sm,Grocery Food,"2,444.0","2,444.0"
2020-10-20,"1,721.0",sm,Grocery Food,"1,076.6","1,076.6"
2020-10-20,"1,722.0",sm,Grocery Food,510.9,510.9
2020-10-22,"1,723.0",sm,Grocery Non Food,"31,445.2","31,445.2"
2020-10-20,"1,724.0",sm,Grocery Non Food,"2,173.1","2,173.1"
2020-10-17,"1,725.0",sm,Staples,"1,72,557.8","1,63,708.7"
2020-10-22,"1,726.0",sm,Grocery Non Food,"4,860.0","4,860.0"
2020-10-21,"1,727.0",sm,Grocery Non Food,"14,580.1","9,720.1"
2020-10-16,"1,728.0",sm,Grocery Food,419.4,419.4
2020-10-20,"1,729.0",sm,Grocery Non Food,"3,331.4","3,331.4"
2020-10-22,"1,730.0",sm,Grocery Food,"2,367.1","2,367.1"
2020-10-21,"1,731.0",sm,Grocery Food,"6,146.9","6,146.9"
2020-10-22,"1,732.0",sm,Grocery Non Food,"2,300.6","2,300.6"
2020-10-25,"1,733.0",sm,Grocery Food,"3,628.2","3,628.2"
2020-10-23,"1,734.0",sm,Grocery Non Food,"2,894.5","2,894.5"
2020-10-23,"1,735.0",sm,Grocery Non Food,"4,255.1","4,255.1"
2020-10-17,"1,736.0",sm,Grocery Food,"1,436.0","1,436.0"
2020-10-21,"1,737.0",sm,Grocery Food,"4,050.0","4,050.0"
2020-10-22,"1,738.0",sm,Grocery Non Food,"3,308.0","3,308.0"
2020-10-21,"1,739.0",sm,Grocery Food,"85,936.0","85,936.0"
2020-10-21,"1,740.0",sm,Grocery Food,"10,073.2","9,443.6"
2020-10-24,"1,741.0",sm,Grocery Non Food,"1,736.7","1,736.7"
2020-10-19,"1,742.0",sm,Grocery Food,"4,088.0","4,088.0"
2020-10-17,"1,743.0",sm,Staples,"21,905.2","21,905.2"
2020-10-21,"1,744.0",sm,Grocery Food,"2,929.7","2,929.7"
2020-10-16,"1,745.0",sm,Grocery Food,"3,031.7","3,031.7"
2020-10-21,"1,746.0",sm,Staples,"75,900.0","75,900.0"
2020-10-21,"1,747.0",sm,Grocery Food,"4,042.7","4,042.7"
2020-10-16,"1,748.0",sm,Grocery Food,"8,100.2","8,100.2"
2020-10-21,"1,749.0",sm,Grocery Non Food,901.9,901.9
2020-10-20,"1,750.0",sm,Grocery Food,"2,701.0","2,701.0"
2020-10-20,"1,751.0",sm,Grocery Food,"4,041.9","4,041.9"
2020-10-15,"1,752.0",sm,Staples,"5,400.0","5,400.0"
2020-10-21,"1,753.0",sm,Grocery Non Food,"35,354.0","35,354.0"
2020-10-21,"1,754.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-25,"1,755.0",sm,Grocery Non Food,"3,253.3","3,253.3"
2020-10-21,"1,756.0",sm,Grocery Non Food,"1,646.5","1,646.5"
2020-10-21,"1,757.0",sm,Grocery Non Food,"5,182.6","5,182.6"
2020-10-20,"1,758.0",sm,Grocery Non Food,"1,646.7","1,646.7"
2020-10-21,"1,759.0",sm,Grocery Food,"2,276.7","2,276.7"
2020-10-21,"1,760.0",sm,Grocery Non Food,"3,880.6","3,880.6"
2020-10-19,"1,761.0",sm,Grocery Food,"2,700.0","2,700.0"
2020-10-16,"1,762.0",sm,Grocery Food,"4,041.9","4,041.9"
2020-10-20,"1,763.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-20,"1,764.0",sm,Grocery Food,"3,608.1","2,886.5"
2020-10-21,"1,765.0",sm,Staples,"6,760.6","6,760.6"
2020-10-25,"1,766.0",sm,Grocery Food,"2,833.7","2,833.7"
2020-10-17,"1,767.0",sm,Grocery Food,559.3,559.3
2020-10-25,"1,768.0",sm,Grocery Food,"1,138.3","1,138.3"
2020-10-16,"1,769.0",sm,Grocery Food,"4,041.9","4,041.9"
2020-10-16,"1,770.0",sm,Grocery Food,"2,126.4","2,126.4"
2020-10-25,"1,771.0",sm,Grocery Food,"4,876.2","4,876.2"
2020-10-20,"1,772.0",sm,Grocery Food,"5,290.8","5,290.8"
2020-10-17,"1,773.0",sm,Grocery Non Food,"9,188.5","9,188.5"
2020-10-25,"1,774.0",sm,Grocery Food,"1,553.2","1,553.2"
2020-10-20,"1,775.0",sm,Staples,"14,460.3","14,460.3"
2020-10-20,"1,776.0",sm,Grocery Non Food,"1,626.7","1,626.7"
2020-10-21,"1,777.0",sm,Grocery Non Food,"45,133.1","45,133.1"
2020-10-19,"1,778.0",sm,Grocery Food,"25,920.0","25,920.0"
2020-10-18,"1,779.0",sm,Grocery Food,"21,471.6","21,471.6"
2020-10-21,"1,780.0",sm,Grocery Food,"1,938.1","1,511.7"
2020-10-23,"1,781.0",sm,Grocery Food,"7,270.0","7,270.0"
2020-10-22,"1,782.0",sm,Grocery Food,988.6,988.6
2020-10-26,"1,783.0",sm,Grocery Non Food,"1,626.7","1,626.7"
2020-10-22,"1,784.0",sm,Grocery Food,"2,746.6","2,746.6"
2020-10-19,"1,785.0",sm,Grocery Non Food,"2,394.9","2,394.9"
2020-10-19,"1,786.0",sm,Grocery Food,561.7,561.7
2020-10-22,"1,787.0",sm,Grocery Food,292.0,292.0
2020-10-23,"1,788.0",sm,Grocery Non Food,"3,253.3","3,253.3"
2020-10-23,"1,789.0",sm,Grocery Non Food,"1,539.9","1,539.9"
2020-10-17,"1,790.0",sm,Grocery Food,"1,845.4","1,845.4"
2020-10-16,"1,791.0",sm,Staples,"37,117.5","29,694.0"
2020-10-16,"1,792.0",sm,Grocery Food,276.5,276.5
2020-10-21,"1,793.0",sm,Grocery Food,"5,051.6","5,051.6"
2020-10-20,"1,794.0",sm,Grocery Food,"1,348.1","1,348.1"
2020-10-20,"1,795.0",sm,Staples,"22,409.3","22,409.3"
2020-10-16,"1,796.0",sm,Grocery Food,"3,572.4","3,572.4"
2020-10-22,"1,797.0",sm,Grocery Food,"7,381.6",922.7
2020-10-19,"1,798.0",sm,Staples,"1,634.5","1,634.5"
2020-10-23,"1,799.0",sm,Grocery Food,"4,192.5","4,192.5"
2020-10-23,"1,800.0",sm,Grocery Food,419.4,419.4
2020-10-21,"1,801.0",sm,Grocery Food,910.8,910.8
2020-10-21,"1,802.0",sm,Grocery Non Food,"5,172.5","5,172.5"
2020-10-19,"1,803.0",sm,Grocery Food,"4,113.5","4,113.5"
2020-10-23,"1,804.0",sm,Grocery Food,910.8,910.8
2020-10-22,"1,805.0",sm,Grocery Food,"5,117.4","5,117.4"
2020-10-20,"1,806.0",sm,Grocery Non Food,"4,346.5","4,346.5"
2020-10-21,"1,807.0",sm,Grocery Food,"2,084.8","2,084.8"
2020-10-23,"1,808.0",sm,Grocery Non Food,"4,789.7","4,789.7"
2020-10-20,"1,809.0",sm,Grocery Food,"4,844.6","4,844.6"
2020-10-20,"1,810.0",sm,Staples,"2,852.4","2,852.4"
2020-10-19,"1,811.0",sm,Grocery Food,"5,493.2","5,493.2"
2020-10-20,"1,812.0",sm,Grocery Non Food,"1,237.7","1,237.7"
2020-10-25,"1,813.0",sm,Grocery Food,"10,951.8","10,951.8"
2020-10-23,"1,814.0",sm,Grocery Food,"3,086.8","3,086.8"
2020-10-23,"1,815.0",sm,Grocery Non Food,"5,544.0","5,544.0"
2020-10-23,"1,816.0",sm,Grocery Non Food,"3,226.6","3,226.6"
2020-10-19,"1,817.0",sm,Grocery Food,"2,074.5","2,074.5"
2020-10-25,"1,818.0",sm,Grocery Non Food,"1,613.5","1,613.5"
2020-10-21,"1,819.0",sm,Grocery Food,"3,402.9","3,402.9"
2020-10-21,"1,820.0",sm,Grocery Non Food,"5,670.1","5,670.1"
2020-10-23,"1,821.0",sm,Grocery Food,"4,410.3","4,410.3"
2020-10-25,"1,822.0",sm,Grocery Food,903.9,903.9
2020-10-20,"1,823.0",sm,Grocery Food,"2,830.7","2,264.5"
2020-10-20,"1,824.0",sm,Grocery Non Food,"1,493.9","1,493.9"
2020-10-20,"1,825.0",sm,Grocery Food,"1,295.1","1,295.1"
2020-10-25,"1,826.0",sm,Grocery Non Food,"3,582.2","3,582.2"
2020-10-20,"1,827.0",sm,Grocery Non Food,"2,972.0","2,972.0"
2020-10-16,"1,828.0",sm,Grocery Food,"1,677.8","1,677.8"
2020-10-24,"1,829.0",sm,Grocery Non Food,"18,754.6","18,754.6"
2020-10-21,"1,830.0",sm,Grocery Food,"5,602.8","5,602.8"
2020-10-20,"1,831.0",sm,Grocery Non Food,"8,016.6","8,016.6"
2020-10-16,"1,832.0",sm,Grocery Food,"3,163.6","3,163.6"
2020-10-23,"1,833.0",sm,Grocery Non Food,"2,173.1","2,173.1"
2020-10-19,"1,834.0",sm,Grocery Non Food,609.5,609.5
2020-10-21,"1,835.0",sm,Grocery Non Food,"6,766.3","6,766.3"
2020-10-23,"1,836.0",sm,Grocery Non Food,"1,440.5","1,440.5"
2020-10-23,"1,837.0",sm,Grocery Non Food,609.5,609.5
2020-10-20,"1,838.0",sm,Grocery Food,"1,275.6","1,275.6"
2020-10-22,"1,839.0",sm,Grocery Food,"11,923.2","11,923.2"
2020-10-20,"1,840.0",sm,Grocery Food,"7,219.5","7,219.5"
2020-10-19,"1,841.0",sm,Grocery Non Food,609.5,609.5
2020-10-20,"1,842.0",sm,Grocery Food,"9,600.0","9,600.0"
2020-10-21,"1,843.0",sm,Grocery Food,"2,633.0","2,633.0"
2020-10-24,"1,844.0",sm,Grocery Non Food,"5,544.0","5,544.0"
2020-10-22,"1,845.0",sm,Grocery Non Food,"5,544.0","5,544.0"
2020-10-18,"1,846.0",sm,Grocery Food,"5,031.0","5,031.0"
2020-10-19,"1,847.0",sm,Grocery Non Food,"2,908.9","2,908.9"
2020-10-20,"1,848.0",sm,Grocery Food,"21,375.0","21,375.0"
2020-10-26,"1,849.0",sm,Grocery Non Food,"2,117.3","2,117.3"
2020-10-21,"1,850.0",sm,Grocery Non Food,"4,885.5","4,885.5"
2020-10-18,"1,851.0",sm,Grocery Non Food,"4,556.5","4,556.5"
2020-10-21,"1,852.0",sm,Grocery Non Food,"15,474.2","15,474.2"
2020-10-20,"1,853.0",sm,Grocery Food,"2,012.1","2,012.1"
2020-10-23,"1,854.0",sm,Grocery Food,"1,553.2","1,553.2"
2020-10-20,"1,855.0",sm,Grocery Non Food,"2,194.7","2,194.7"
2020-10-22,"1,856.0",sm,Grocery Food,"14,802.3","14,802.3"
2020-10-22,"1,857.0",sm,Grocery Food,"3,618.7","3,618.7"
2020-10-26,"1,858.0",sm,Grocery Non Food,"1,604.0","1,604.0"
2020-10-21,"1,859.0",sm,Grocery Non Food,"12,953.8","12,535.9"
2020-10-17,"1,860.0",sm,Grocery Food,356.6,356.6
2020-10-21,"1,861.0",sm,Grocery Non Food,"3,554.9","3,554.9"
2020-10-20,"1,862.0",sm,Grocery Food,988.6,988.6
2020-10-19,"1,863.0",sm,Grocery Non Food,"7,783.3","7,783.3"
2020-10-19,"1,864.0",sm,Grocery Non Food,"16,082.7","16,082.7"
2020-10-24,"1,865.0",sm,Grocery Food,720.0,720.0
2020-10-20,"1,866.0",sm,Grocery Non Food,"4,235.1","4,235.1"
2020-10-20,"1,867.0",sm,Grocery Non Food,916.6,916.6
2020-10-20,"1,868.0",sm,Grocery Non Food,"1,846.9","1,846.9"
2020-10-19,"1,869.0",sm,Grocery Food,"19,025.2","19,025.2"
2020-10-20,"1,870.0",sm,Grocery Non Food,"1,685.2","1,685.2"
2020-10-19,"1,871.0",sm,Grocery Food,"1,371.3","1,371.3"
2020-10-27,"1,872.0",sm,Grocery Food,706.2,699.1
2020-10-16,"1,873.0",sm,Grocery Food,988.6,988.6
2020-10-26,"1,874.0",sm,Grocery Food,706.2,706.2
2020-10-23,"1,875.0",sm,Grocery Food,"4,331.7","4,331.7"
2020-10-17,"1,876.0",sm,Grocery Food,940.8,940.8
2020-10-21,"1,877.0",sm,Grocery Non Food,"3,694.2","3,694.2"
2020-10-19,"1,878.0",sm,Grocery Non Food,"2,406.0","2,406.0"
2020-10-24,"1,879.0",sm,Grocery Food,"4,844.6","4,844.6"
2020-10-19,"1,880.0",sm,Grocery Food,"12,480.0","12,480.0"
2020-10-24,"1,881.0",sm,Grocery Food,"7,098.4","7,098.4"
2020-10-21,"1,882.0",sm,Grocery Non Food,"1,876.5","1,876.5"
2020-10-20,"1,883.0",sm,Grocery Food,"2,272.5","2,272.5"
2020-10-21,"1,884.0",sm,Grocery Food,"1,138.3","1,138.3"
2020-10-21,"1,885.0",sm,Grocery Food,"3,654.9","3,654.9"
2020-10-19,"1,886.0",sm,Grocery Non Food,"6,418.6",128.4
2020-10-23,"1,887.0",sm,Grocery Non Food,"2,794.0","2,794.0"
2020-10-19,"1,888.0",sm,Grocery Non Food,"2,697.3","2,697.3"
2020-10-20,"1,889.0",sm,Grocery Food,"1,140.1","1,140.1"
2020-10-20,"1,890.0",sm,Grocery Non Food,"3,331.5","3,331.5"
2020-10-20,"1,891.0",sm,Grocery Food,"1,464.9","1,464.9"
2020-10-19,"1,892.0",sm,Grocery Food,"1,139.0","1,139.0"
2020-10-23,"1,893.0",sm,Grocery Non Food,"19,255.7","19,255.7"
2020-10-21,"1,894.0",sm,Grocery Food,"1,801.5","1,801.5"
2020-10-21,"1,895.0",sm,Grocery Food,941.0,941.0
2020-10-20,"1,896.0",sm,Grocery Food,"3,654.7","3,654.7"
2020-10-25,"1,897.0",sm,Grocery Food,"2,378.6","2,378.6"
2020-10-22,"1,898.0",sm,Grocery Food,"4,499.2","4,499.2"
2020-10-21,"1,899.0",sm,Grocery Food,"3,628.2","3,628.2"
2020-10-19,"1,900.0",sm,Grocery Food,"2,444.4","2,444.4"
2020-10-20,"1,901.0",sm,Grocery Non Food,"1,944.0","1,944.0"
2020-10-23,"1,902.0",sm,Grocery Food,"1,138.3","1,138.3"
2020-10-23,"1,903.0",sm,Grocery Non Food,"5,841.3","5,841.3"
2020-10-21,"1,904.0",sm,Grocery Non Food,"3,606.8","3,606.8"
2020-10-23,"1,905.0",sm,Grocery Food,"4,611.8","4,611.8"
2020-10-23,"1,906.0",sm,Grocery Food,"4,192.5","4,192.5"
2020-10-20,"1,907.0",sm,Grocery Food,"2,597.8","2,597.8"
2020-10-21,"1,908.0",sm,Grocery Non Food,"1,944.2","1,944.2"
2020-10-20,"1,909.0",sm,Grocery Food,"4,050.0","4,050.0"
2020-10-17,"1,910.0",sm,Grocery Food,"5,103.5","5,103.5"
2020-10-22,"1,911.0",sm,Grocery Food,"1,371.2","1,371.2"
2020-10-21,"1,912.0",sm,Grocery Non Food,"18,372.2","18,372.2"
2020-10-22,"1,913.0",sm,Grocery Food,792.9,792.9
2020-10-19,"1,914.0",sm,Grocery Non Food,"6,382.6","6,382.6"
2020-10-22,"1,915.0",sm,Grocery Food,"5,382.9","5,382.9"
2020-10-23,"1,916.0",sm,Grocery Non Food,"6,519.3","6,519.3"
2020-10-21,"1,917.0",sm,Grocery Food,"2,013.2","1,677.7"
2020-10-21,"1,918.0",sm,Grocery Food,,
2020-10-19,"1,919.0",sm,Grocery Food,"2,515.2","2,515.2"
2020-10-20,"1,920.0",sm,Grocery Non Food,"2,532.9","2,532.9"
2020-10-23,"1,921.0",sm,Grocery Food,"1,154.7","1,154.7"
2020-10-20,"1,922.0",sm,Grocery Food,"2,331.2","2,331.2"
2020-10-20,"1,923.0",sm,Grocery Food,"1,675.7","1,675.7"
2020-10-22,"1,924.0",sm,Grocery Non Food,"2,846.1","2,846.1"
2020-10-21,"1,925.0",sm,Grocery Non Food,"1,379.8","1,379.8"
2020-10-23,"1,926.0",sm,Grocery Non Food,"5,201.0","5,201.0"
2020-10-20,"1,927.0",sm,Grocery Food,"5,678.7","5,678.7"
2020-10-17,"1,928.0",sm,Grocery Food,"5,149.7","5,149.7"
2020-10-21,"1,929.0",sm,Grocery Food,"13,208.5","13,208.5"
2020-10-18,"1,930.0",sm,Staples,"2,500.0","2,500.0"
2020-10-23,"1,931.0",sm,Grocery Non Food,"4,894.8","4,894.8"
2020-10-19,"1,932.0",sm,Grocery Food,"3,577.3","3,577.3"
2020-10-16,"1,933.0",sm,Grocery Food,"1,530.0","1,530.0"
2020-10-20,"1,934.0",sm,Grocery Food,"4,512.2","4,512.2"
2020-10-22,"1,935.0",sm,Grocery Food,683.6,683.6
2020-10-20,"1,936.0",sm,Grocery Non Food,"3,231.7","3,231.7"
2020-10-19,"1,937.0",sm,Grocery Food,"7,154.6","7,154.6"
2020-10-22,"1,938.0",sm,Grocery Non Food,"47,797.2","47,797.2"
2020-10-20,"1,939.0",sm,Grocery Food,"2,244.8","2,244.8"
2020-10-21,"1,940.0",sm,Grocery Food,"1,675.7","1,675.7"
2020-10-18,"1,941.0",sm,Staples,"6,949.6","6,540.8"
2020-10-23,"1,942.0",sm,Grocery Food,"2,991.0","2,991.0"
2020-10-19,"1,943.0",sm,Grocery Food,"2,966.1","2,966.1"
2020-10-16,"1,944.0",sm,Grocery Food,"1,039.1","1,039.1"
2020-10-20,"1,945.0",sm,Grocery Non Food,"4,398.1","4,398.1"
2020-10-21,"1,946.0",sm,Staples,"2,056.9","2,056.9"
2020-10-24,"1,947.0",sm,Grocery Non Food,"4,002.8","4,002.8"
2020-10-20,"1,948.0",sm,Grocery Food,"3,301.7","3,301.7"
2020-10-21,"1,949.0",sm,Grocery Food,"4,513.2","4,513.2"
2020-10-15,"1,950.0",sm,Grocery Food,"2,217.9","2,217.9"
2020-10-20,"1,951.0",sm,Grocery Non Food,"5,202.0","5,202.0"
2020-10-23,"1,952.0",sm,Grocery Non Food,526.3,526.3
2020-10-20,"1,953.0",sm,Grocery Food,782.0,782.0
2020-10-20,"1,954.0",sm,Grocery Non Food,553.8,553.8
2020-10-19,"1,955.0",sm,Grocery Non Food,"10,385.5","10,385.5"
2020-10-26,"1,956.0",sm,Grocery Food,988.6,988.6
2020-10-16,"1,957.0",sm,Grocery Food,548.6,548.6
2020-10-21,"1,958.0",sm,Grocery Non Food,"4,773.3","4,773.3"
2020-10-20,"1,959.0",sm,Grocery Food,"1,383.9","1,383.9"
2020-10-21,"1,960.0",sm,Grocery Food,757.6,757.6
2020-10-24,"1,961.0",sm,Grocery Food,"1,138.3","1,138.3"
2020-10-17,"1,962.0",sm,Grocery Food,837.6,837.6
2020-10-23,"1,963.0",sm,Grocery Food,"4,320.0","4,320.0"
2020-10-25,"1,964.0",sm,Grocery Food,"10,827.3","10,827.3"
2020-10-20,"1,965.0",sm,Grocery Food,"3,409.6","2,557.2"
2020-10-23,"1,966.0",sm,Grocery Non Food,"1,336.5","1,336.5"
2020-10-21,"1,967.0",sm,Grocery Food,"4,040.3","4,040.3"
2020-10-21,"1,968.0",sm,Grocery Non Food,"2,256.5","2,256.5"
2020-10-24,"1,969.0",sm,Grocery Non Food,"9,164.6","9,164.6"
2020-10-23,"1,970.0",sm,Grocery Food,"2,998.1","2,998.1"
2020-10-23,"1,971.0",sm,Grocery Food,451.6,451.6
2020-10-21,"1,972.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-20,"1,973.0",sm,Grocery Food,930.4,930.4
2020-10-17,"1,974.0",sm,Grocery Food,680.5,680.5
2020-10-21,"1,975.0",sm,Grocery Non Food,"10,491.5","10,491.5"
2020-10-17,"1,976.0",sm,Staples,"1,26,000.0","1,26,000.0"
2020-10-20,"1,977.0",sm,Grocery Food,988.5,988.5
2020-10-19,"1,978.0",sm,Grocery Food,317.5,317.5
2020-10-19,"1,979.0",sm,Grocery Non Food,"1,522.4","1,522.4"
2020-10-20,"1,980.0",sm,Grocery Food,"1,348.0","1,348.0"
2020-10-19,"1,981.0",sm,Grocery Non Food,"1,422.1","1,422.1"
2020-10-23,"1,982.0",sm,Grocery Food,"3,609.1","3,609.1"
2020-10-19,"1,983.0",sm,Grocery Food,"6,601.5","5,868.0"
2020-10-21,"1,984.0",sm,Grocery Food,"5,485.6","5,485.6"
2020-10-20,"1,985.0",sm,Grocery Food,"1,138.3","1,138.3"
2020-10-25,"1,986.0",sm,Grocery Food,"2,981.7","2,981.7"
2020-10-21,"1,987.0",sm,Grocery Non Food,"5,940.0","5,940.0"
2020-10-15,"1,988.0",sm,Staples,373.3,373.3
2020-10-23,"1,989.0",sm,Grocery Food,"18,151.0","18,151.0"
2020-10-16,"1,990.0",sm,Grocery Food,"6,805.4","6,805.4"
2020-10-17,"1,991.0",sm,Grocery Food,"5,683.1","5,683.1"
2020-10-24,"1,992.0",sm,Grocery Food,"1,956.0","1,956.0"
2020-10-16,"1,993.0",sm,Grocery Food,441.0,441.0
2020-10-21,"1,994.0",sm,Grocery Food,"3,169.5","3,169.5"
2020-10-16,"1,995.0",sm,Staples,"62,982.5","61,488.0"
2020-10-20,"1,996.0",sm,Grocery Food,910.7,910.7
2020-10-24,"1,997.0",sm,Grocery Food,"1,757.1","1,757.1"
2020-10-23,"1,998.0",sm,Grocery Non Food,"3,326.2","3,326.2"
2020-10-21,"1,999.0",sm,Grocery Non Food,625.0,625.0
2020-10-22,"2,000.0",sm,Grocery Non Food,"8,244.2","8,244.2"
2020-10-18,"2,001.0",sm,Grocery Non Food,"2,527.7","2,527.7"
2020-10-20,"2,002.0",sm,Grocery Food,"6,143.5","6,143.5"
2020-10-19,"2,003.0",sm,Grocery Food,"3,246.4","3,246.4"
2020-10-20,"2,004.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-24,"2,005.0",sm,Grocery Non Food,"5,903.9","5,903.9"
2020-10-21,"2,006.0",sm,Grocery Food,"7,747.7","7,747.7"
2020-10-17,"2,007.0",sm,Grocery Food,"10,889.9","10,889.9"
2020-10-19,"2,008.0",sm,Grocery Food,"1,554.1","1,554.1"
2020-10-26,"2,009.0",sm,Grocery Non Food,"5,940.0","5,940.0"
2020-10-24,"2,010.0",sm,Grocery Non Food,"5,428.3","5,428.3"
2020-10-20,"2,011.0",sm,Grocery Non Food,"12,467.5","12,467.5"
