date,order_no,format,division_name,orderval,rcvval
2020-10-20,"6,381.0",sm,Grocery Non Food,,
2020-10-23,"6,382.0",sm,Grocery Food,"13,984.2",
2020-10-21,"6,383.0",sm,Grocery Non Food,,
2020-10-20,"6,384.0",sm,Grocery Food,,
2020-10-26,"6,385.0",sm,Grocery Food,"4,050.0",
2020-10-29,"6,386.0",sm,Grocery Non Food,"6,586.5",
2020-10-29,"6,387.0",sm,Grocery Food,578.2,
2020-10-29,"6,388.0",sm,Grocery Non Food,"1,733.7",
2020-10-18,"6,389.0",sm,Staples,,
2020-10-25,"6,390.0",sm,Grocery Food,"3,792.6",
2020-10-26,"6,391.0",sm,Grocery Food,"12,287.6",
2020-10-28,"6,392.0",sm,Grocery Food,"2,169.6",
2020-10-25,"6,393.0",sm,Grocery Food,"1,800.9",
2020-10-27,"6,394.0",sm,Grocery Food,"3,169.1",
2020-10-24,"6,395.0",sm,Grocery Food,"11,155.7",
2020-10-27,"6,396.0",sm,Grocery Food,"1,652.2",
2020-10-21,"6,397.0",sm,Grocery Food,,
2020-10-26,"6,398.0",sm,Grocery Non Food,"2,974.1",
2020-10-28,"6,399.0",sm,Grocery Non Food,"3,775.6",
2020-10-19,"6,400.0",sm,Grocery Food,,
2020-10-24,"6,401.0",sm,Grocery Food,"3,585.7",
2020-10-14,"6,402.0",sm,Grocery Food,,
2020-10-19,"6,403.0",sm,Grocery Food,,
2020-10-14,"6,404.0",sm,Staples,,
2020-10-26,"6,405.0",sm,Grocery Non Food,"6,750.0",
2020-10-25,"6,406.0",sm,Grocery Food,918.0,
2020-10-27,"6,407.0",sm,Grocery Food,"4,098.1",
2020-10-28,"6,408.0",sm,Grocery Food,"3,415.0",
2020-10-20,"6,409.0",sm,Grocery Food,,
2020-10-24,"6,410.0",sm,Grocery Food,826.2,
2020-10-27,"6,411.0",sm,Grocery Food,"1,917.8",
2020-10-24,"6,412.0",sm,Grocery Food,417.5,
2020-10-18,"6,413.0",sm,Grocery Food,,
2020-10-26,"6,414.0",sm,Grocery Food,"1,800.9",
2020-10-28,"6,415.0",sm,Grocery Non Food,"1,733.7",
2020-10-25,"6,416.0",sm,Grocery Food,"3,514.7",
2020-10-24,"6,417.0",sm,Grocery Food,"6,830.1",
2020-10-26,"6,418.0",sm,Grocery Food,"1,796.8",
2020-10-25,"6,419.0",sm,Grocery Food,"35,394.4",
2020-10-28,"6,420.0",sm,Grocery Food,341.5,
2020-10-20,"6,421.0",sm,Grocery Non Food,,
2020-10-29,"6,422.0",sm,Grocery Non Food,"2,600.5",
2020-10-23,"6,423.0",sm,Grocery Food,"2,166.1",
2020-10-20,"6,424.0",sm,Grocery Non Food,,
2020-10-19,"6,425.0",sm,Grocery Food,,
2020-10-20,"6,426.0",sm,Staples,,
2020-10-26,"6,427.0",sm,Grocery Non Food,598.7,
2020-10-26,"6,428.0",sm,Grocery Non Food,916.6,
2020-10-28,"6,429.0",sm,Grocery Food,"3,599.3",
2020-10-17,"6,430.0",sm,Grocery Food,,
2020-10-28,"6,431.0",sm,Grocery Food,"4,966.5",
2020-10-27,"6,432.0",sm,Grocery Food,"2,683.4",
2020-10-25,"6,433.0",sm,Grocery Food,"2,527.6",
2020-10-25,"6,434.0",sm,Grocery Food,"3,538.7",
2020-10-24,"6,435.0",sm,Grocery Food,906.0,
2020-10-25,"6,436.0",sm,Grocery Non Food,"12,931.0",
2020-10-21,"6,437.0",sm,Grocery Food,,
2020-10-27,"6,438.0",sm,Staples,522.0,
2020-10-23,"6,439.0",sm,Grocery Non Food,"1,896.6",
2020-10-25,"6,440.0",sm,Grocery Non Food,"9,367.8",
2020-10-29,"6,441.0",sm,Staples,"27,695.1",
2020-10-24,"6,442.0",sm,Grocery Food,"2,232.5",
2020-10-19,"6,443.0",sm,Grocery Non Food,,
2020-10-28,"6,444.0",sm,Staples,"19,622.4",
2020-10-22,"6,445.0",sm,Grocery Food,"3,836.1",
2020-10-24,"6,446.0",sm,Grocery Non Food,"21,551.7",
2020-10-25,"6,447.0",sm,Grocery Non Food,"17,982.0",
2020-10-28,"6,448.0",sm,Grocery Non Food,"2,117.3",
2020-10-24,"6,449.0",sm,Grocery Food,567.1,
2020-10-19,"6,450.0",sm,Grocery Food,,
2020-10-25,"6,451.0",sm,Grocery Food,"7,203.4",
2020-10-28,"6,452.0",sm,Grocery Non Food,"15,384.6",
2020-10-24,"6,453.0",sm,Grocery Non Food,"4,088.9",
2020-10-20,"6,454.0",sm,Grocery Food,,
2020-10-22,"6,455.0",sm,Grocery Non Food,"2,195.0",
2020-10-26,"6,456.0",sm,Grocery Non Food,"3,208.4",
2020-10-28,"6,457.0",sm,Grocery Non Food,"1,604.0",
2020-10-28,"6,458.0",sm,Grocery Non Food,"4,310.3",
2020-10-20,"6,459.0",sm,Grocery Food,,
2020-10-19,"6,460.0",sm,Grocery Non Food,,
2020-10-25,"6,461.0",sm,Grocery Food,"3,700.6",
2020-10-23,"6,462.0",sm,Grocery Food,"9,099.5",
2020-10-29,"6,463.0",sm,Grocery Non Food,"2,406.0",
2020-10-18,"6,464.0",sm,Grocery Non Food,,
2020-10-20,"6,465.0",sm,Grocery Non Food,,
2020-10-26,"6,466.0",sm,Grocery Food,"15,716.1",
2020-10-24,"6,467.0",sm,Grocery Food,905.8,
2020-10-26,"6,468.0",sm,Grocery Non Food,"2,927.0",
2020-10-18,"6,469.0",sm,Grocery Food,,
2020-10-20,"6,470.0",sm,Grocery Food,,
2020-10-18,"6,471.0",sm,Grocery Non Food,,
2020-10-26,"6,472.0",sm,Grocery Non Food,"2,143.8",
2020-10-19,"6,473.0",sm,Grocery Non Food,,
2020-10-25,"6,474.0",sm,Grocery Food,"3,528.4",
2020-10-20,"6,475.0",sm,Grocery Non Food,,
2020-10-29,"6,476.0",sm,Grocery Non Food,"40,964.2",
2020-10-25,"6,477.0",sm,Grocery Non Food,"5,394.6",
2020-10-28,"6,478.0",sm,Grocery Non Food,"3,104.4",
2020-10-28,"6,479.0",sm,Grocery Food,"1,387.8",
2020-10-24,"6,480.0",sm,Grocery Non Food,"3,693.7",
2020-10-22,"6,481.0",sm,Grocery Food,"1,668.0",
2020-10-25,"6,482.0",sm,Grocery Non Food,"35,843.7",
2020-10-27,"6,483.0",sm,Grocery Food,"8,474.3",
2020-10-21,"6,484.0",sm,Grocery Food,,
2020-10-28,"6,485.0",sm,Staples,"6,132.0",
2020-10-25,"6,486.0",sm,Grocery Food,"4,331.7",
2020-10-20,"6,487.0",sm,Grocery Food,,
2020-10-22,"6,488.0",sm,Grocery Food,"1,918.0",
2020-10-18,"6,489.0",sm,Grocery Non Food,,
2020-10-24,"6,490.0",sm,Grocery Food,"8,071.2",
2020-10-26,"6,491.0",sm,Grocery Non Food,"2,211.0",
2020-10-26,"6,492.0",sm,Grocery Food,292.0,
2020-10-16,"6,493.0",sm,Grocery Food,,
2020-10-21,"6,494.0",sm,Grocery Food,,
2020-10-25,"6,495.0",sm,Grocery Food,"3,031.0",
2020-10-27,"6,496.0",sm,Grocery Food,"1,371.2",
2020-10-15,"6,497.0",sm,Grocery Food,,
2020-10-14,"6,498.0",sm,Grocery Food,,
2020-10-14,"6,499.0",sm,Grocery Food,,
2020-10-26,"6,500.0",sm,Staples,"11,356.8",
2020-10-25,"6,501.0",sm,Grocery Food,"1,809.5",
2020-10-25,"6,502.0",sm,Grocery Food,906.1,
2020-10-22,"6,503.0",sm,Grocery Non Food,"2,585.9",
2020-10-28,"6,504.0",sm,Grocery Non Food,"1,330.5",
2020-10-27,"6,505.0",sm,Grocery Food,"1,482.8",
2020-10-27,"6,506.0",sm,Grocery Food,"18,599.0",
2020-10-26,"6,507.0",sm,Grocery Non Food,"2,406.0",
2020-10-26,"6,508.0",sm,Grocery Non Food,"10,027.5",
2020-10-20,"6,509.0",sm,Grocery Food,,
2020-10-25,"6,510.0",sm,Grocery Non Food,"6,601.4",
2020-10-19,"6,511.0",sm,Grocery Food,,
2020-10-18,"6,512.0",sm,Grocery Food,,
2020-10-27,"6,513.0",sm,Grocery Food,"3,024.0",
2020-10-26,"6,514.0",sm,Grocery Non Food,"2,406.0",
2020-10-28,"6,515.0",sm,Grocery Non Food,"2,200.5",
2020-10-18,"6,516.0",sm,Grocery Food,,
2020-10-27,"6,517.0",sm,Staples,"6,120.4",
2020-10-28,"6,518.0",sm,Grocery Non Food,916.6,
2020-10-28,"6,519.0",sm,Grocery Food,"6,299.7",
2020-10-24,"6,520.0",sm,Grocery Food,"25,364.1",
2020-10-20,"6,521.0",sm,Grocery Food,,
2020-10-28,"6,522.0",sm,Grocery Food,"2,047.7",
2020-10-24,"6,523.0",sm,Grocery Food,"3,031.3",
2020-10-26,"6,524.0",sm,Grocery Food,"5,664.2",
2020-10-29,"6,525.0",sm,Grocery Non Food,"3,104.4",
2020-10-26,"6,526.0",sm,Grocery Non Food,"1,995.7",
2020-10-25,"6,527.0",sm,Grocery Non Food,"2,927.0",
2020-10-26,"6,528.0",sm,Grocery Food,"2,237.5",
2020-10-28,"6,529.0",sm,Grocery Non Food,"2,117.3",
2020-10-26,"6,530.0",sm,Grocery Food,"1,120.6",
2020-10-21,"6,531.0",sm,Grocery Food,,
2020-10-20,"6,532.0",sm,Grocery Food,,
2020-10-28,"6,533.0",sm,Grocery Non Food,"40,964.2",
2020-10-21,"6,534.0",sm,Grocery Food,,
2020-10-25,"6,535.0",sm,Grocery Non Food,"5,120.5",
2020-10-28,"6,536.0",sm,Grocery Food,"1,387.8",
2020-10-24,"6,537.0",sm,Grocery Food,"1,628.6",
2020-10-19,"6,538.0",sm,Grocery Non Food,,
2020-10-25,"6,539.0",sm,Grocery Non Food,750.2,
2020-10-22,"6,540.0",sm,Grocery Food,"7,439.6",
2020-10-28,"6,541.0",sm,Grocery Non Food,"4,310.3",
2020-10-20,"6,542.0",sm,Grocery Food,,
2020-10-26,"6,543.0",sm,Grocery Non Food,"2,689.4",
2020-10-21,"6,544.0",sm,Grocery Food,,
2020-10-25,"6,545.0",sm,Grocery Food,"3,599.3",
2020-10-26,"6,546.0",sm,Grocery Food,"1,795.8",
2020-10-18,"6,547.0",sm,Grocery Food,,
2020-10-23,"6,548.0",sm,Grocery Non Food,"4,265.9",
2020-10-25,"6,549.0",sm,Grocery Non Food,"2,406.0",
2020-10-20,"6,550.0",sm,Grocery Food,,
2020-10-19,"6,551.0",sm,Grocery Food,,
2020-10-26,"6,552.0",sm,Grocery Non Food,"1,995.7",
2020-10-22,"6,553.0",sm,Grocery Food,"43,797.8",
2020-10-26,"6,554.0",sm,Grocery Non Food,944.0,
2020-10-22,"6,555.0",sm,Grocery Food,"1,371.2",
2020-10-27,"6,556.0",sm,Grocery Food,"1,553.2",
2020-10-20,"6,557.0",sm,Grocery Food,,
2020-10-13,"6,558.0",sm,Staples,,
2020-10-27,"6,559.0",sm,Staples,"20,771.3",
2020-10-20,"6,560.0",sm,Grocery Non Food,,
2020-10-24,"6,561.0",sm,Grocery Non Food,"2,195.0",
2020-10-23,"6,562.0",sm,Grocery Food,"1,405.7",
2020-10-25,"6,563.0",sm,Grocery Food,"2,431.3",
2020-10-24,"6,564.0",sm,Grocery Food,"4,331.7",
2020-10-22,"6,565.0",sm,Grocery Food,"10,798.0",
2020-10-27,"6,566.0",sm,Grocery Food,"1,741.1",
2020-10-25,"6,567.0",sm,Grocery Non Food,519.1,
2020-10-29,"6,568.0",sm,Grocery Food,"1,367.6",
2020-10-26,"6,569.0",sm,Grocery Non Food,"1,048.4",
2020-10-24,"6,570.0",sm,Grocery Non Food,"17,532.5",
2020-10-28,"6,571.0",sm,Grocery Non Food,"2,256.2",
2020-10-24,"6,572.0",sm,Grocery Food,"1,515.4",
2020-10-26,"6,573.0",sm,Grocery Food,757.6,
2020-10-22,"6,574.0",sm,Grocery Food,"1,186.4",
2020-10-24,"6,575.0",sm,Grocery Food,"5,178.7",
2020-10-19,"6,576.0",sm,Staples,,
2020-10-28,"6,577.0",sm,Grocery Non Food,"1,083.4",
2020-10-25,"6,578.0",sm,Grocery Food,"2,200.5",
2020-10-27,"6,579.0",sm,Grocery Food,840.0,
2020-10-13,"6,580.0",sm,Staples,,
2020-10-24,"6,581.0",sm,Grocery Food,"2,526.1",
2020-10-25,"6,582.0",sm,Grocery Food,419.4,
2020-10-22,"6,583.0",sm,Grocery Food,"2,545.2",
2020-10-28,"6,584.0",sm,Grocery Non Food,"10,385.5",
2020-10-27,"6,585.0",sm,Grocery Food,988.5,
2020-10-25,"6,586.0",sm,Grocery Non Food,"3,644.2",
2020-10-13,"6,587.0",sm,Grocery Non Food,,
2020-10-23,"6,588.0",sm,Grocery Food,"8,485.2",
2020-10-21,"6,589.0",sm,Grocery Food,,
2020-10-24,"6,590.0",sm,Grocery Food,"2,742.4",
2020-10-25,"6,591.0",sm,Grocery Non Food,"1,987.8",
2020-10-14,"6,592.0",sm,Grocery Non Food,,
2020-10-26,"6,593.0",sm,Grocery Food,730.5,
2020-10-27,"6,594.0",sm,Grocery Food,840.0,
2020-10-18,"6,595.0",sm,Grocery Food,,
2020-10-24,"6,596.0",sm,Grocery Food,"2,981.4",
2020-10-24,"6,597.0",sm,Grocery Food,"2,545.2",
2020-10-27,"6,598.0",sm,Grocery Food,"3,609.1",
2020-10-20,"6,599.0",sm,Grocery Non Food,,
2020-10-19,"6,600.0",sm,Grocery Food,,
2020-10-21,"6,601.0",sm,Staples,,
2020-10-23,"6,602.0",sm,Grocery Food,"1,147.3",
2020-10-17,"6,603.0",sm,Grocery Food,,
2020-10-20,"6,604.0",sm,Grocery Food,,
2020-10-23,"6,605.0",sm,Grocery Non Food,"4,258.2",
2020-10-24,"6,606.0",sm,Grocery Food,"2,200.5",
2020-10-26,"6,607.0",sm,Grocery Non Food,"2,661.0",
2020-10-21,"6,608.0",sm,Grocery Non Food,,
2020-10-21,"6,609.0",sm,Grocery Food,,
2020-10-28,"6,610.0",sm,Grocery Food,"1,258.2",
2020-10-20,"6,611.0",sm,Staples,,
2020-10-21,"6,612.0",sm,Grocery Food,,
2020-10-21,"6,613.0",sm,Grocery Food,,
2020-10-25,"6,614.0",sm,Grocery Non Food,"1,987.8",
2020-10-26,"6,615.0",sm,Grocery Food,"5,178.7",
2020-10-18,"6,616.0",sm,Grocery Food,,
2020-10-22,"6,617.0",sm,Grocery Food,"1,119.6",
2020-10-23,"6,618.0",sm,Staples,619.2,
2020-10-26,"6,619.0",sm,Grocery Food,"1,554.1",
2020-10-27,"6,620.0",sm,Grocery Food,"2,636.6",
2020-10-26,"6,621.0",sm,Grocery Non Food,"2,385.5",
2020-10-23,"6,622.0",sm,Grocery Non Food,"2,385.2",
2020-10-28,"6,623.0",sm,Grocery Food,"1,704.8",
2020-10-22,"6,624.0",sm,Grocery Food,"3,393.7",
2020-10-22,"6,625.0",sm,Grocery Food,"7,768.0",
2020-10-25,"6,626.0",sm,Grocery Food,"1,704.8",
2020-10-25,"6,627.0",sm,Grocery Food,"2,164.8",
2020-10-24,"6,628.0",sm,Grocery Food,419.4,
2020-10-24,"6,629.0",sm,Grocery Food,"2,633.0",
2020-10-19,"6,630.0",sm,Staples,,
2020-10-21,"6,631.0",sm,Grocery Non Food,,
2020-10-14,"6,632.0",sm,Grocery Non Food,,
2020-10-27,"6,633.0",sm,Grocery Non Food,"1,596.6",
2020-10-22,"6,634.0",sm,Grocery Non Food,"7,276.5",
2020-10-27,"6,635.0",sm,Staples,"24,160.0",
2020-10-23,"6,636.0",sm,Grocery Non Food,"1,522.4",
2020-10-23,"6,637.0",sm,Grocery Food,"7,020.0",
2020-10-29,"6,638.0",sm,Grocery Food,"1,899.5",
2020-10-20,"6,639.0",sm,Grocery Food,,
2020-10-24,"6,640.0",sm,Grocery Non Food,"15,881.0",
2020-10-27,"6,641.0",sm,Grocery Non Food,"2,198.5",
2020-10-20,"6,642.0",sm,Grocery Food,,
2020-10-27,"6,643.0",sm,Grocery Non Food,"2,080.9",
2020-10-18,"6,644.0",sm,Grocery Food,,
2020-10-25,"6,645.0",sm,Grocery Non Food,"1,644.4",
2020-10-21,"6,646.0",sm,Grocery Food,,
2020-10-18,"6,647.0",sm,Grocery Food,,
2020-10-28,"6,648.0",sm,Grocery Non Food,"2,400.9",
2020-10-29,"6,649.0",sm,Grocery Non Food,"1,048.4",
2020-10-18,"6,650.0",sm,Grocery Non Food,,
2020-10-26,"6,651.0",sm,Grocery Food,"3,798.9",
2020-10-23,"6,652.0",sm,Grocery Food,"1,554.1",
2020-10-25,"6,653.0",sm,Staples,"1,115.6",
2020-10-29,"6,654.0",sm,Grocery Food,"1,554.1",
2020-10-24,"6,655.0",sm,Grocery Non Food,391.2,
2020-10-26,"6,656.0",sm,Grocery Non Food,"1,440.2",
2020-10-29,"6,657.0",sm,Staples,"11,484.2",
2020-10-18,"6,658.0",sm,Staples,,
2020-10-26,"6,659.0",sm,Staples,"36,576.0",
2020-10-29,"6,660.0",sm,Grocery Non Food,"1,083.4",
2020-10-23,"6,661.0",sm,Grocery Food,"1,245.0",
2020-10-18,"6,662.0",sm,Grocery Food,,
2020-10-27,"6,663.0",sm,Grocery Food,"1,186.4",
2020-10-22,"6,664.0",sm,Grocery Food,988.5,
2020-10-24,"6,665.0",sm,Grocery Non Food,"2,661.0",
2020-10-21,"6,666.0",sm,Grocery Food,,
2020-10-23,"6,667.0",sm,Grocery Non Food,"35,111.5",
2020-10-21,"6,668.0",sm,Grocery Non Food,,
2020-10-25,"6,669.0",sm,Grocery Food,"2,257.8",
2020-10-23,"6,670.0",sm,Grocery Non Food,"44,942.7",
2020-10-26,"6,671.0",sm,Grocery Non Food,916.0,
2020-10-27,"6,672.0",sm,Grocery Food,"1,614.9",
2020-10-26,"6,673.0",sm,Grocery Food,728.5,
2020-10-24,"6,674.0",sm,Grocery Non Food,"13,927.1",
2020-10-23,"6,675.0",sm,Grocery Food,"3,577.7",
2020-10-26,"6,676.0",sm,Grocery Food,"7,219.5",
2020-10-24,"6,677.0",sm,Grocery Food,"1,457.1",
2020-10-19,"6,678.0",sm,Grocery Non Food,,
2020-10-13,"6,679.0",sm,Grocery Food,,
2020-10-26,"6,680.0",sm,Grocery Food,"2,683.2",
2020-10-20,"6,681.0",sm,Staples,,
2020-10-26,"6,682.0",sm,Grocery Food,"2,250.0",
2020-10-26,"6,683.0",sm,Grocery Non Food,"1,613.3",
2020-10-24,"6,684.0",sm,Grocery Food,"3,686.6",
2020-10-19,"6,685.0",sm,Grocery Food,,
2020-10-26,"6,686.0",sm,Grocery Non Food,"2,182.0",
2020-10-14,"6,687.0",sm,Grocery Food,,
2020-10-20,"6,688.0",sm,Grocery Non Food,,
2020-10-24,"6,689.0",sm,Grocery Food,"7,128.4",
2020-10-25,"6,690.0",sm,Grocery Food,"1,560.0",
2020-10-24,"6,691.0",sm,Grocery Food,"5,993.8",
2020-10-25,"6,692.0",sm,Grocery Food,"7,585.2",
2020-10-25,"6,693.0",sm,Grocery Food,"3,609.7",
2020-10-23,"6,694.0",sm,Grocery Non Food,"27,854.2",
2020-10-27,"6,695.0",sm,Grocery Non Food,"6,766.3",
2020-10-19,"6,696.0",sm,Grocery Food,,
2020-10-18,"6,697.0",sm,Grocery Non Food,,
2020-10-21,"6,698.0",sm,Grocery Non Food,,
2020-10-17,"6,699.0",sm,Grocery Food,,
2020-10-21,"6,700.0",sm,Grocery Non Food,,
2020-10-16,"6,701.0",sm,Staples,,
2020-10-23,"6,702.0",sm,Staples,"8,642.4",
2020-10-28,"6,703.0",sm,Grocery Non Food,609.6,
2020-10-26,"6,704.0",sm,Grocery Food,"1,078.9",
2020-10-26,"6,705.0",sm,Grocery Non Food,"1,888.1",
2020-10-20,"6,706.0",sm,Grocery Non Food,,
2020-10-24,"6,707.0",sm,Grocery Food,"1,942.9",
2020-10-26,"6,708.0",sm,Grocery Non Food,"1,048.4",
2020-10-24,"6,709.0",sm,Grocery Food,"11,673.6",
2020-10-29,"6,710.0",sm,Grocery Non Food,"1,315.7",
2020-10-25,"6,711.0",sm,Grocery Food,757.8,
2020-10-25,"6,712.0",sm,Staples,"9,537.8",
2020-10-16,"6,713.0",sm,Staples,,
2020-10-27,"6,714.0",sm,Grocery Food,"3,952.3",
2020-10-26,"6,715.0",sm,Grocery Food,"3,789.8",
2020-10-28,"6,716.0",sm,Grocery Food,"1,781.3",
2020-10-18,"6,717.0",sm,Grocery Food,,
2020-10-28,"6,718.0",sm,Grocery Non Food,"3,582.2",
2020-10-26,"6,719.0",sm,Grocery Food,"3,790.3",
2020-10-24,"6,720.0",sm,Grocery Food,"1,677.0",
2020-10-24,"6,721.0",sm,Grocery Non Food,"4,521.0",
2020-10-29,"6,722.0",sm,Grocery Non Food,"2,173.1",
2020-10-26,"6,723.0",sm,Grocery Non Food,"3,033.5",
2020-10-29,"6,724.0",sm,Staples,"1,333.3",
2020-10-20,"6,725.0",sm,Staples,,
2020-10-26,"6,726.0",sm,Grocery Non Food,"1,315.7",
2020-10-28,"6,727.0",sm,Grocery Non Food,"4,519.5",
2020-10-25,"6,728.0",sm,Grocery Food,"1,512.0",
2020-10-20,"6,729.0",sm,Grocery Non Food,,
2020-10-27,"6,730.0",sm,Grocery Food,"5,764.1",
2020-10-28,"6,731.0",sm,Grocery Non Food,"4,008.6",
2020-10-26,"6,732.0",sm,Grocery Non Food,"7,700.0",
2020-10-26,"6,733.0",sm,Grocery Non Food,752.5,
2020-10-26,"6,734.0",sm,Grocery Food,973.7,
2020-10-16,"6,735.0",sm,Grocery Food,,
2020-10-13,"6,736.0",sm,Grocery Food,,
2020-10-22,"6,737.0",sm,Grocery Food,"3,144.3",
2020-10-25,"6,738.0",sm,Grocery Non Food,"4,894.8",
2020-10-23,"6,739.0",sm,Grocery Food,"1,573.4",
2020-10-27,"6,740.0",sm,Grocery Food,712.5,
2020-10-23,"6,741.0",sm,Grocery Food,"1,537.0",
2020-10-21,"6,742.0",sm,Grocery Food,,
2020-10-27,"6,743.0",sm,Grocery Non Food,"6,339.1",
2020-10-28,"6,744.0",sm,Grocery Food,504.0,
2020-10-27,"6,745.0",sm,Grocery Food,"1,512.0",
2020-10-17,"6,746.0",sm,Grocery Food,,
2020-10-28,"6,747.0",sm,Grocery Food,364.3,
2020-10-21,"6,748.0",sm,Grocery Food,,
2020-10-25,"6,749.0",sm,Grocery Non Food,"7,501.8",
2020-10-28,"6,750.0",sm,Grocery Non Food,"5,321.9",
2020-10-20,"6,751.0",sm,Grocery Non Food,,
2020-10-25,"6,752.0",sm,Grocery Food,"1,573.4",
2020-10-15,"6,753.0",sm,Grocery Food,,
2020-10-24,"6,754.0",sm,Grocery Non Food,"3,062.6",
2020-10-20,"6,755.0",sm,Grocery Food,,
2020-10-26,"6,756.0",sm,Grocery Food,"4,050.0",
2020-10-23,"6,757.0",sm,Grocery Non Food,"4,894.8",
2020-10-18,"6,758.0",sm,Grocery Non Food,,
2020-10-26,"6,759.0",sm,Grocery Food,"3,007.3",
2020-10-27,"6,760.0",sm,Grocery Non Food,"1,219.1",
2020-10-24,"6,761.0",sm,Grocery Food,"5,664.2",
2020-10-23,"6,762.0",sm,Grocery Food,"9,720.0",
2020-10-21,"6,763.0",sm,Staples,,
2020-10-23,"6,764.0",sm,Grocery Food,"8,362.3",
2020-10-29,"6,765.0",sm,Grocery Non Food,609.5,
2020-10-20,"6,766.0",sm,Grocery Non Food,,
2020-10-22,"6,767.0",sm,Grocery Non Food,"1,440.5",
2020-10-27,"6,768.0",sm,Grocery Non Food,752.5,
2020-10-28,"6,769.0",sm,Grocery Food,"7,948.8",
2020-10-26,"6,770.0",sm,Grocery Food,757.5,
2020-10-25,"6,771.0",sm,Grocery Non Food,"7,502.6",
2020-10-23,"6,772.0",sm,Grocery Food,"12,825.0",
2020-10-28,"6,773.0",sm,Grocery Non Food,"2,525.5",
2020-10-20,"6,774.0",sm,Grocery Food,,
2020-10-28,"6,775.0",sm,Grocery Non Food,"2,707.7",
2020-10-24,"6,776.0",sm,Grocery Non Food,"10,805.4",
2020-10-25,"6,777.0",sm,Grocery Food,"22,038.1",
2020-10-23,"6,778.0",sm,Grocery Non Food,"4,520.8",
2020-10-21,"6,779.0",sm,Grocery Non Food,,
2020-10-22,"6,780.0",sm,Grocery Non Food,"1,440.5",
2020-10-19,"6,781.0",sm,Grocery Non Food,,
2020-10-23,"6,782.0",sm,Grocery Food,"7,220.4",
2020-10-27,"6,783.0",sm,Grocery Non Food,"5,402.0",
2020-10-28,"6,784.0",sm,Grocery Non Food,"2,127.5",
2020-10-20,"6,785.0",sm,Grocery Food,,
2020-10-26,"6,786.0",sm,Grocery Non Food,"1,403.6",
2020-10-24,"6,787.0",sm,Grocery Food,"3,355.8",
2020-10-20,"6,788.0",sm,Grocery Food,,
2020-10-23,"6,789.0",sm,Grocery Non Food,609.5,
2020-10-25,"6,790.0",sm,Grocery Food,"4,226.0",
2020-10-26,"6,791.0",sm,Grocery Food,790.9,
2020-10-28,"6,792.0",sm,Grocery Non Food,"4,894.8",
2020-10-26,"6,793.0",sm,Grocery Food,"3,163.6",
2020-10-26,"6,794.0",sm,Grocery Non Food,"1,256.0",
2020-10-20,"6,795.0",sm,Grocery Food,,
2020-10-23,"6,796.0",sm,Grocery Non Food,"4,894.8",
2020-10-24,"6,797.0",sm,Grocery Food,"4,411.3",
2020-10-24,"6,798.0",sm,Grocery Food,"1,573.4",
2020-10-26,"6,799.0",sm,Grocery Food,"1,440.2",
2020-10-20,"6,800.0",sm,Grocery Food,,
2020-10-20,"6,801.0",sm,Grocery Food,,
2020-10-28,"6,802.0",sm,Grocery Non Food,"1,219.0",
2020-10-14,"6,803.0",sm,Grocery Food,,
2020-10-25,"6,804.0",sm,Grocery Non Food,"4,860.0",
2020-10-28,"6,805.0",sm,Grocery Non Food,"2,896.3",
2020-10-20,"6,806.0",sm,Grocery Food,,
2020-10-25,"6,807.0",sm,Grocery Non Food,"1,048.4",
2020-10-27,"6,808.0",sm,Grocery Food,807.5,
2020-10-24,"6,809.0",sm,Grocery Food,"2,016.0",
2020-10-21,"6,810.0",sm,Grocery Food,,
2020-10-24,"6,811.0",sm,Grocery Food,"3,734.1",
2020-10-26,"6,812.0",sm,Grocery Non Food,"1,736.7",
2020-10-26,"6,813.0",sm,Staples,"4,800.0",
2020-10-26,"6,814.0",sm,Grocery Food,"9,262.4",
2020-10-24,"6,815.0",sm,Grocery Non Food,"4,008.4",
2020-10-25,"6,816.0",sm,Grocery Non Food,"2,173.1",
2020-10-20,"6,817.0",sm,Grocery Food,,
2020-10-26,"6,818.0",sm,Grocery Food,"1,639.2",
2020-10-23,"6,819.0",sm,Grocery Food,"1,812.5",
2020-10-16,"6,820.0",sm,Grocery Food,,
2020-10-26,"6,821.0",sm,Grocery Food,"1,438.5",
2020-10-20,"6,822.0",sm,Grocery Food,,
2020-10-25,"6,823.0",sm,Grocery Non Food,"4,860.0",
2020-10-15,"6,824.0",sm,Grocery Non Food,,
2020-10-28,"6,825.0",sm,Grocery Food,671.1,
2020-10-24,"6,826.0",sm,Grocery Food,"1,140.0",
2020-10-17,"6,827.0",sm,Grocery Food,,
2020-10-25,"6,828.0",sm,Grocery Food,"1,976.8",
2020-10-21,"6,829.0",sm,Grocery Food,,
2020-10-21,"6,830.0",sm,Grocery Non Food,,
2020-10-27,"6,831.0",sm,Grocery Food,757.5,
2020-10-29,"6,832.0",sm,Grocery Food,"1,464.9",
2020-10-26,"6,833.0",sm,Staples,"2,271.4",
2020-10-28,"6,834.0",sm,Grocery Non Food,"3,532.4",
2020-10-25,"6,835.0",sm,Grocery Non Food,"7,598.8",
2020-10-19,"6,836.0",sm,Grocery Food,,
2020-10-23,"6,837.0",sm,Grocery Food,"7,336.9",
